Run,Entropy,Contrast,Homogeneity
0,1.709552334317259,0.22021484375,0.16170247395833334
1,2.1718101076008747,0.48876953125,0.18693033854166666
2,1.8762240057571034,0.30224609375,0.15958658854166666
3,2.1005870506723627,0.43310546875,0.18009440104166666
4,1.8875721510685985,0.32275390625,0.15616861979166666
5,1.9372049901399915,0.37255859375,0.15568033854166666
6,1.831567458169327,0.318359375,0.14680989583333334
7,1.8343528684805928,0.29345703125,0.15665690104166666
8,1.8223337915671092,0.2919921875,0.15283203125
9,1.883186844630846,0.3486328125,0.15022786458333334
10,1.8183571468427893,0.30224609375,0.147705078125
